vendor,model,category,end_of_sale,end_of_support,end_of_life,recommended_replacement,advisory_url
Dell,TEMPLATE-DELL-Server-1061,Server,,,,,
HPE,TEMPLATE-HPE-Server-1062,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1063,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1064,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1065,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1066,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1067,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1068,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1069,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1070,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1071,Server,,,,,
HPE,TEMPLATE-HPE-Server-1072,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1073,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1074,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1075,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1076,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1077,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1078,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1079,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1080,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1081,Server,,,,,
HPE,TEMPLATE-HPE-Server-1082,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1083,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1084,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1085,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1086,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1087,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1088,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1089,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1090,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1091,Server,,,,,
HPE,TEMPLATE-HPE-Server-1092,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1093,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1094,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1095,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1096,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1097,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1098,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1099,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1100,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1101,Server,,,,,
HPE,TEMPLATE-HPE-Server-1102,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1103,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1104,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1105,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1106,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1107,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1108,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1109,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1110,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1111,Server,,,,,
HPE,TEMPLATE-HPE-Server-1112,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1113,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1114,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1115,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1116,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1117,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1118,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1119,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1120,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1121,Server,,,,,
HPE,TEMPLATE-HPE-Server-1122,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1123,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1124,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1125,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1126,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1127,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1128,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1129,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1130,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1131,Server,,,,,
HPE,TEMPLATE-HPE-Server-1132,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1133,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1134,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1135,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1136,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1137,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1138,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1139,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1140,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1141,Server,,,,,
HPE,TEMPLATE-HPE-Server-1142,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1143,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1144,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1145,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1146,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1147,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1148,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1149,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1150,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1151,Server,,,,,
HPE,TEMPLATE-HPE-Server-1152,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1153,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1154,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1155,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1156,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1157,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1158,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1159,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1160,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1161,Server,,,,,
HPE,TEMPLATE-HPE-Server-1162,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1163,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1164,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1165,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1166,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1167,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1168,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1169,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1170,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1171,Server,,,,,
HPE,TEMPLATE-HPE-Server-1172,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1173,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1174,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1175,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1176,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1177,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1178,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1179,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1180,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1181,Server,,,,,
HPE,TEMPLATE-HPE-Server-1182,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1183,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1184,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1185,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1186,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1187,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1188,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1189,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1190,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1191,Server,,,,,
HPE,TEMPLATE-HPE-Server-1192,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1193,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1194,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1195,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1196,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1197,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1198,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1199,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1200,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1201,Server,,,,,
HPE,TEMPLATE-HPE-Server-1202,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1203,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1204,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1205,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1206,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1207,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1208,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1209,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1210,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1211,Server,,,,,
HPE,TEMPLATE-HPE-Server-1212,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1213,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1214,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1215,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1216,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1217,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1218,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1219,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1220,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1221,Server,,,,,
HPE,TEMPLATE-HPE-Server-1222,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1223,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1224,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1225,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1226,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1227,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1228,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1229,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1230,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1231,Server,,,,,
HPE,TEMPLATE-HPE-Server-1232,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1233,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1234,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1235,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1236,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1237,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1238,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1239,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1240,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1241,Server,,,,,
HPE,TEMPLATE-HPE-Server-1242,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1243,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1244,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1245,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1246,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1247,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1248,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1249,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1250,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1251,Server,,,,,
HPE,TEMPLATE-HPE-Server-1252,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1253,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1254,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1255,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1256,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1257,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1258,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1259,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1260,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1261,Server,,,,,
HPE,TEMPLATE-HPE-Server-1262,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1263,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1264,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1265,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1266,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1267,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1268,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1269,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1270,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1271,Server,,,,,
HPE,TEMPLATE-HPE-Server-1272,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1273,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1274,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1275,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1276,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1277,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1278,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1279,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1280,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1281,Server,,,,,
HPE,TEMPLATE-HPE-Server-1282,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1283,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1284,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1285,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1286,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1287,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1288,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1289,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1290,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1291,Server,,,,,
HPE,TEMPLATE-HPE-Server-1292,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1293,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1294,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1295,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1296,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1297,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1298,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1299,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1300,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1301,Server,,,,,
HPE,TEMPLATE-HPE-Server-1302,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1303,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1304,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1305,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1306,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1307,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1308,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1309,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1310,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1311,Server,,,,,
HPE,TEMPLATE-HPE-Server-1312,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1313,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1314,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1315,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1316,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1317,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1318,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1319,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1320,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1321,Server,,,,,
HPE,TEMPLATE-HPE-Server-1322,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1323,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1324,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1325,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1326,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1327,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1328,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1329,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1330,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1331,Server,,,,,
HPE,TEMPLATE-HPE-Server-1332,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1333,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1334,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1335,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1336,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1337,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1338,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1339,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1340,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1341,Server,,,,,
HPE,TEMPLATE-HPE-Server-1342,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1343,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1344,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1345,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1346,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1347,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1348,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1349,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1350,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1351,Server,,,,,
HPE,TEMPLATE-HPE-Server-1352,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1353,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1354,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1355,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1356,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1357,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1358,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1359,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1360,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1361,Server,,,,,
HPE,TEMPLATE-HPE-Server-1362,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1363,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1364,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1365,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1366,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1367,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1368,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1369,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1370,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1371,Server,,,,,
HPE,TEMPLATE-HPE-Server-1372,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1373,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1374,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1375,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1376,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1377,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1378,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1379,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1380,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1381,Server,,,,,
HPE,TEMPLATE-HPE-Server-1382,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1383,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1384,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1385,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1386,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1387,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1388,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1389,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1390,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1391,Server,,,,,
HPE,TEMPLATE-HPE-Server-1392,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1393,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1394,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1395,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1396,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1397,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1398,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1399,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1400,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1401,Server,,,,,
HPE,TEMPLATE-HPE-Server-1402,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1403,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1404,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1405,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1406,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1407,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1408,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1409,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1410,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1411,Server,,,,,
HPE,TEMPLATE-HPE-Server-1412,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1413,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1414,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1415,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1416,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1417,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1418,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1419,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1420,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1421,Server,,,,,
HPE,TEMPLATE-HPE-Server-1422,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1423,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1424,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1425,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1426,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1427,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1428,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1429,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1430,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1431,Server,,,,,
HPE,TEMPLATE-HPE-Server-1432,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1433,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1434,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1435,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1436,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1437,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1438,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1439,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1440,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1441,Server,,,,,
HPE,TEMPLATE-HPE-Server-1442,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1443,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1444,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1445,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1446,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1447,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1448,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1449,Storage,,,,,
